"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","value","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","4506","0.0-0.0","9/12/2023, 9:13:31 AM","conditionO","","","","","",""
"","call-function","1","4508","0.0-1.0","9/12/2023, 9:13:31 AM","conditionO","","","","","",""
"","instructions","2","44148","0.0-2.0","9/12/2023, 9:13:31 AM","conditionO","","[{""page_index"":0,""viewing_time"":2255},{""page_index"":1,""viewing_time"":21932},{""page_index"":2,""viewing_time"":2762},{""page_index"":3,""viewing_time"":3106},{""page_index"":4,""viewing_time"":3329},{""page_index"":5,""viewing_time"":6255}]","39639","","",""
"","image-button-response","3","47785","0.0-3.0","9/12/2023, 9:13:31 AM","conditionO","","","3635","images/with_no_order_2.jpeg","1",""
"","instructions","4","49625","0.0-4.0","9/12/2023, 9:13:31 AM","conditionO","","[{""page_index"":0,""viewing_time"":1838}]","1839","","",""
"","image-button-response","5","51294","0.0-5.0","9/12/2023, 9:13:31 AM","conditionO","","","1666","images/with_no_no_order_2.jpeg","2",""
"","instructions","6","52554","0.0-6.0","9/12/2023, 9:13:31 AM","conditionO","","[{""page_index"":0,""viewing_time"":1258}]","1258","","",""
"","image-button-response","7","53746","0.0-7.0","9/12/2023, 9:13:31 AM","conditionO","","","1190","images/with_order_2.jpeg","0",""
"","instructions","8","55075","0.0-8.0","9/12/2023, 9:13:31 AM","conditionO","","[{""page_index"":0,""viewing_time"":1328}]","1328","","",""
"","instructions","9","60486","0.0-9.0","9/12/2023, 9:13:31 AM","conditionO","","[{""page_index"":0,""viewing_time"":5409}]","5410","","",""
"","image-button-response","10","77105","0.0-10.0","9/12/2023, 9:13:31 AM","conditionO","","","16617","images/memory_example_1.jpg","0",""
"","instructions","11","79835","0.0-11.0","9/12/2023, 9:13:31 AM","conditionO","","[{""page_index"":0,""viewing_time"":1540},{""page_index"":1,""viewing_time"":1188}]","2728","","",""
"","image-button-response","12","86842","0.0-12.0","9/12/2023, 9:13:31 AM","conditionO","","","7005","images/non_order_2.jpeg","1",""
"","image-button-response","13","89066","0.0-13.0","9/12/2023, 9:13:31 AM","conditionO","","","2221","images/scrambled_2.jpeg","2",""
"","image-button-response","14","99863","0.0-14.0","9/12/2023, 9:13:31 AM","conditionO","","","10795","images/order_2.jpeg","1",""
"","image-button-response","15","104498","0.0-15.0","9/12/2023, 9:13:31 AM","conditionO","","","4633","images/memory_1.png","1",""
"","image-button-response","16","107109","0.0-16.0","9/12/2023, 9:13:31 AM","conditionO","","","2608","images/memory_2.png","0",""
"","image-button-response","17","114061","0.0-17.0","9/12/2023, 9:13:31 AM","conditionO","","","6949","images/memory_3.png","0",""
"","image-button-response","18","128405","0.0-18.0","9/12/2023, 9:13:31 AM","conditionO","","","14443","images/scrambled_1.jpeg","2",""
"","image-button-response","19","135754","0.0-19.0","9/12/2023, 9:13:31 AM","conditionO","","","7346","images/order_1.jpeg","0",""
"","image-button-response","20","143675","0.0-20.0","9/12/2023, 9:13:31 AM","conditionO","","","7919","images/non_order_1.jpeg","1",""
"","image-button-response","21","148307","0.0-21.0","9/12/2023, 9:13:31 AM","conditionO","","","4630","images/memory_4.png","1",""
"","image-button-response","22","150823","0.0-22.0","9/12/2023, 9:13:31 AM","conditionO","","","2514","images/memory_6.png","0",""
"","image-button-response","23","155676","0.0-23.0","9/12/2023, 9:13:31 AM","conditionO","","","4853","images/memory_5.png","1",""
"","image-button-response","24","165427","0.0-24.0","9/12/2023, 9:13:31 AM","conditionO","","","9750","images/non_order_44.jpeg","1",""
"","image-button-response","25","165608","0.0-25.0","9/12/2023, 9:13:31 AM","conditionO","","","178","images/non_order_22.jpeg","1",""
"","image-button-response","26","172857","0.0-26.0","9/12/2023, 9:13:31 AM","conditionO","","","7247","images/order_66.jpeg","0",""
"","image-button-response","27","175809","0.0-27.0","9/12/2023, 9:13:31 AM","conditionO","","","2949","images/memory_14.jpg","0",""
"","image-button-response","28","178068","0.0-28.0","9/12/2023, 9:13:31 AM","conditionO","","","2258","images/memory_15.jpg","1",""
"","image-button-response","29","183064","0.0-29.0","9/12/2023, 9:13:31 AM","conditionO","","","4995","images/memory_16.png","1",""
"","survey-text","30","185740","0.0-30.0","9/12/2023, 9:13:31 AM","conditionO","","","2671","","","{""Q0"":""28""}"
"","survey-text","31","189413","0.0-31.0","9/12/2023, 9:13:31 AM","conditionO","","","3671","","","{""Q0"":""MALE""}"
"","instructions","32","194331","0.0-32.0","9/12/2023, 9:13:31 AM","conditionO","","[{""page_index"":0,""viewing_time"":4917}]","4917","","",""
